Question,Answer,Options,Correct
"three walls have wallpaper covering a combined area of 300 square meters . by overlapping the wallpaper to cover a wall with an area of 180 square meters , the area that is covered by exactly two layers of wallpaper is 40 square meters . what is the area that is covered with three layers of wallpaper ?",40,"a ) 5 square meters , b ) 36 square meters , c ) 40 square meters , d ) 83.3 square meters , e ) 120 square meters",c
a trained covered x km at 40 kmph and another 2 x km at 20 kmph . find the average speed of the train in covering the entire 4 x km .,32,"a ) 16 , b ) 18 , c ) 32 , d ) 19 , e ) 12",c
"if n = 2.0254 and n * is the decimal obtained by rounding n to the nearest hundredth , what is the value of n * – n ?",0.0046,"a ) - 0.0053 , b ) - 0.0003 , c ) 0.0007 , d ) 0.0046 , e ) 0.0153",d
find the sum lend at c . i . at 5 p . c per annum will amount to rs . 240 in 2 years ?,217,"a ) 217 , b ) 287 , c ) 400 , d ) 288 , e ) 171",a
a vendor sells 60 percent of apples he had and throws away 15 percent of the remainder . next day he sells 50 percent of the remainder and throws away the rest . what percent of his apples does the vendor throw ?,23,"a ) 17 , b ) 23 , c ) 77 , d ) 26 , e ) 30",b
"the radius of a cylinder is 8 m , height 14 m . the volume of the cylinder is :",2816,"a ) 2816 , b ) 5500 , c ) 3300 , d ) 1100 , e ) 4400",a
average of money that group of 4 friends pay for rent each month is $ 800 . after one persons rent is increased by 20 % the new mean is $ 880 . what was original rent of friend whose rent is increased ?,1600,"a ) 800 , b ) 900 , c ) 1600 , d ) 1100 , e ) 1200",c
"when a student joe , weighing 43 kg , joins a group of students whose average weight is 30 kg , the average weight goes up by 1 kg . subsequently , if two students , excluding joe , leave the group the average weight comes back to 30 kg . what is the difference between the average weight of the two students who left and the weight of joe ?",6.5,"a ) 5.5 kg , b ) 11 kg , c ) 30 kg , d ) 6.5 kg , e ) 71 kg",d
0.0203 x 2.92 / 0.0073 x 14.5 x 0.7 = ?,0.8,"a ) 0.7 , b ) 0 , c ) 0.8 , d ) 8 , e ) 7",c
the speed of a train is 90 kmph . what is the distance covered by it in 30 minutes ?,45,"a ) 15 , b ) 66 , c ) 77 , d ) 52 , e ) 45",e
what is the smallest positive integer x such that 280 - x is the cube of a positive integer,64,"a ) 5 , b ) 64 , c ) 62 , d ) 60 , e ) 12",b
"in a kilometer race , a beats b by 60 meters or 15 seconds . what time does a take to complete the race ?",235,"a ) 221 , b ) 235 , c ) 245 , d ) 289 , e ) 260",b
"in a certain diving competition , 5 judges score each dive on a scale from 1 to 10 . the point value of the dive is obtained by dropping the highest score and the lowest score and multiplying the sum of the remaining scores by the degree of difficulty . if a dive with a degree of difficulty of 3.2 received scores of 7.5 , 8.3 , 9.0 , 6.0 , and 8.6 , what was the point value of the dive ?",78.08,"a ) 78.08 , b ) 73.6 , c ) 75.2 , d ) 76.8 , e ) 81.6",a
train starts from amritsar to bombay at 9 am . it reaches destination after 3 days at 9 : 30 am . every day a train starts . how many trains does it come across on the way ?,4,"a ) 5 th , b ) 4 th , c ) 6 th , d ) 7 th , e ) 8 th",b
"if a ( a - 9 ) = 10 and b ( b - 9 ) = 10 , where a ≠ b , then a + b =",9,"a ) − 48 , b ) − 2 , c ) 2 , d ) 9 , e ) 48",d
"there are 12 teams in a certain league and each team plays each of the other teams exactly twice . if each game is played by 2 teams , what is the total number of games played ?",132,"a ) 15 , b ) 16 , c ) 28 , d ) 56 , e ) 132",e
a man can do a job in 15 days . his father takes 10 days and his son finishes it in 25 days . how long will they take to complete the job if they all work together ?,7.1,"a ) 6.3 , b ) 6.9 , c ) 7.1 , d ) 6.1 , e ) 6.2",c
"in a neighborhood having 90 households , 11 did not have either a car or a bike . if 22 households had a both a car and a bike and 44 had a car , how many had bike only ?",35,"a ) 30 , b ) 35 , c ) 20 , d ) 18 , e ) 10",b
the 3 digits of a number add up to 11 . the number is divisible by 5 . the leftmost digit is double the middle digit . what is the product of the 3 digits ?,40,"a ) 38 , b ) 40 , c ) 78 , d ) 88 , e ) 125",b
10 ^ ( 655 ) ã · 10 ^ ( 650 ) = ?,100000,"a ) 100 , b ) 10 , c ) 10000 , d ) 100000 , e ) 1000000",d
"a reduction of 10 % in the price of salt enables a lady to obtain 10 kgs more for rs . 100 , find the original price per kg ?",1.1,"a ) 1.1 , b ) 2.2 , c ) 2.5 , d ) 2.1 , e ) 2.9",a
"the average ( arithmetic mean ) of 16 students first quiz scores in a difficult english class is 62.5 . when one student dropped the class , the average of the remaining scores increased to 62.0 . what is the quiz score of the student who dropped the class ?",70,"a ) a ) 10 , b ) b ) 25 , c ) c ) 40 , d ) d ) 55 , e ) e ) 70",e
if 15 lions can kill 15 deers in 15 minutes how long will it take 100 lions to kill 100 deers ?,15,"a ) 1 minutes , b ) 15 minute , c ) 100 minutes , d ) 10000 minutes , e ) 1000 minutes",b
"what is the least number that should be added to 1076 , so the sum of the number is divisible by 23 ?",5,"a ) 1 , b ) 2 , c ) 3 , d ) 4 , e ) 5",e
"on her annual road trip to visit her family in seal beach , california , traci stopped to rest after she traveled 1 ⁄ 3 of the total distance and again after she traveled 1 ⁄ 2 of the distance remaining between her first stop and her destination . she then drove the remaining 100 miles and arrived safely at her destination . what was the total distance , in miles , from traci ’ s starting point to seal beach ?",300,"a ) 250 , b ) 300 , c ) 350 , d ) 400 , e ) 550",b
pavan travelled for 15 hours . he covered the first half of the distance at 30 kmph and remaining half of the distance at 25 kmph . find the distance travelled by pavan .,409,"a ) 408 km , b ) 409 km , c ) 410 km , d ) 412 km , e ) 419 km",b
how many quarters are equal to 5 dollars ?,20,"a ) 1 , b ) 8 , c ) 12 , d ) 20 , e ) 7",d
"when positive integer n is divided by positive integer j , the remainder is 12 . if n / j = 204.06 , what is value of j ?",200,"a ) 100 , b ) 500 , c ) 600 , d ) 800 , e ) 200",e
"if taxi fares were $ 1.00 for the first 1 / 5 mile and $ 0.25 for each 1 / 5 mile there after , then the taxi fare for a 3 - mile ride was",4.50,"a ) $ 1.56 , b ) $ 2.40 , c ) $ 3.80 , d ) $ 4.50 , e ) $ 2.80",d
"during a particular baseball game , the probability of a team ' s pitcher throwing a strike on each throw is 2 / 5 . what is the least number of times that the pitcher should pitch the ball that will increase the probability of getting a strike at least once to more than 50 % .",2,"a ) 3 , b ) 2 , c ) 1 , d ) 4 , e ) 5",b
"a fruit seller sells mangoes at the rate of rs . 16 per kg and thereby loses 12 % . at what price per kg , he should have sold them to make a profit of 20 % ?",21.81,"a ) rs . 21.81 , b ) rs . 12 , c ) rs . 12.25 , d ) rs . 12.31 , e ) none",a
"right now , the ratio between the ages of sandy and molly is 4 : 3 . after 6 years , sandy ’ s age will be 30 years . what is molly ' s age right now ?",18,"a ) 12 , b ) 14 , c ) 16 , d ) 18 , e ) 20",d
a goods train runs at a speed of 72 kmph and crosses a 290 m long platform in 26 seconds . what is the length of the goods train ?,230,"a ) 230 m , b ) 240 m , c ) 260 m , d ) 270 m , e ) 250 m",a
"in a certain egg - processing plant , every egg must be inspected , and is either accepted for processing or rejected . for every 96 eggs accepted for processing , 4 eggs are rejected . if , on a particular day , 12 additional eggs were accepted , but the overall number of eggs inspected remained the same , the ratio of those accepted to those rejected would be 99 to 1 . how many r eggs does the plant process per day ?",400,"a ) 100 , b ) 300 , c ) 400 , d ) 3,000 , e ) 4,000",c
"an empty fuel tank with a capacity of 200 gallons was filled partially with fuel a and then to capacity with fuel b . fuel a contains 12 % ethanol by volume and fuel b contains 16 % ethanol by volume . if the full fuel tank contains 30 gallons of ethanol , how many gallons of fuel a were added ?",50,"a ) 160 , b ) 150 , c ) 100 , d ) 80 , e ) 50",e
what quantity of water should taken out to concentrate 24 liters of 40 % acidic liquid to 60 % acidic liquid ?,8,"a ) 5 liters , b ) 10 liters , c ) 15 liters , d ) 8 liters , e ) 6 liters",d
"if 2 x + y = 7 and x + 2 y = 5 , then 2 xy / 3 = ?",2,"a ) 1 , b ) 2 , c ) 17 / 5 , d ) 18 / 5 , e ) 4",b
a train running at the speed of 72 km / hr crosses a pole in 8 seconds . find the length of the train .,160,"a ) 150 meter , b ) 145 meter , c ) 160 meter , d ) 135 meter , e ) none of these",c
"1,000 ^ 2 + 1,001 ^ 2 =",030,"a ) 6 , 030,053 , b ) 6 , 002,001 , c ) 6 , 030,055 , d ) 6 , 030,056 , e ) 6 , 030,057",b
a container contains 40 litres of milk . from this container 4 litres of milk was taken out and replaced by water . this process was repeated further two times . how much milk is now contained by the container ?,29.16,"a ) 26.34 litres , b ) 27.36 litres , c ) 28 litres , d ) 29.16 litres , e ) 30 litres",d
"a sum of money is to be distributed among a , b , c , d in the proportion of 5 : 2 : 4 : 3 . if c gets rs . 3000 more than d , what is b ' s share ?",6000,"a ) a ) 8239 , b ) b ) 2900 , c ) c ) 6000 , d ) d ) 2393 , e ) e ) 2009",c
last year a certain bond price with a face value of 5000 yielded 5 % of its face value in interest . if that interest was approx 6.5 of the bond ' s selling price approx what was the bond ' s selling price ?,3846,"a ) 4063 , b ) 3846 , c ) 5351 , d ) 6000 , e ) 6154",b
in how many ways can 5 people be arranged in a circle ?,4,"a ) 2 ! , b ) 5 ! , c ) 4 ! , d ) 3 ! , e ) 6 !",c
"if 3 a – 2 b – 2 c = 30 and √ 3 a - √ ( 2 b + 2 c ) = 4 , what is the value of a + b + c ?",10,"a ) 3 , b ) 9 , c ) 10 , d ) 12 , e ) 14",c
a man can row his boat with the stream at 8 km / h and against the stream in 4 km / h . the man ' s rate is ?,2,"a ) 1 kmph , b ) 2 kmph , c ) 8 kmph , d ) 7 kmph , e ) 5 kmph",b
"in a class of 30 students in an examination in maths 3 students scored 95 marks each , 3 get zero each and the average of the rest was 45 . what is the average of the whole class ?",48.5,"a ) a ) 47 , b ) b ) 45.6 , c ) c ) 44 , d ) d ) 48.5 , e ) e ) 49",d
"a , b and c have rs . 350 between them , a and c together have rs . 200 and b and c rs . 350 . how much does c have ?",200,"a ) a ) 200 , b ) b ) 190 , c ) c ) 180 , d ) d ) 170 , e ) e ) 160",a
what is the decimal equivalent of ( 1 / 6 ) ^ 2 ?,0.278,"a ) 0.0016 , b ) 0.0625 , c ) 0.16 , d ) 0.278 , e ) 0.5",d
"there are 32 balls which are red , blue or green . if 15 balls are green and the sum of red balls and green balls is less than 23 , at most how many red balls are there ?",7,"a ) 4 , b ) 5 , c ) 6 , d ) 7 , e ) 8",d
"the length of a train and that of a platform are equal . if with a speed of 90 k / hr , the train crosses the platform in one minute , then the length of the train ( in metres ) is :",750,"a ) 400 , b ) 525 , c ) 750 , d ) 850 , e ) none",c
"of 30 applicants for a job , 11 had at least 4 years ' experience , 18 had degrees , and 3 had less than 4 years ' experience and did not have a degree . how many of the applicants had at least 4 years ' experience and a degree ?",8,"a ) 14 , b ) 13 , c ) 8 , d ) 7 , e ) 5",c
what is the sum of all remainders obtained when the first 200 natural numbers are divided by 9 ?,401,"a ) 397 , b ) 401 , c ) 403 , d ) 405 , e ) 399",b
"linda spent 2 / 4 of her savings on furniture and the rest on a tv . if the tv cost her $ 300 , what were her original savings ?",600,"a ) $ 900 , b ) $ 300 , c ) $ 600 , d ) $ 700 , e ) $ 800",c
what is the speed of the stream if a canoe rows upstream at 3 km / hr and downstream at 12 km / hr,4.5,"a ) 1 kmph , b ) 4 kmph , c ) 3 kmph , d ) 2 kmph , e ) 4.5 kmph",e
"the ratio of the number of females to males at a party was 1 : 2 but when 3 females and 3 males left , the ratio became 1 : 3 . how many people were at the party originally ?",18,"a ) 14 , b ) 16 , c ) 18 , d ) 20 , e ) 22",c
one fourth of one third of two fifth of a number is 30 . what will be 40 % of that number,360,"a ) a ) 360 , b ) b ) 150 , c ) c ) 180 , d ) d ) 200 , e ) e ) 220",a
5 percent of 255 =,12.75,"a ) 5 , b ) 12.5 , c ) 14.5 , d ) 12.75 , e ) 25",d
a certain number of men can do a work in 20 days . if there were 4 men less it could be finished in 5 days more . how many men are there ?,20,"a ) 10 , b ) 20 , c ) 25 , d ) 30 , e ) 35",b
a train running at the speed of 36 km / hr crosses a pole in 9 seconds . find the length of the train ?,90,"a ) 150 meter , b ) 299 meter , c ) 666 meter , d ) 90 meter , e ) 144 meter",d
"if n is a prime number greater than 3 , what is the remainder when n ^ 2 is divided by 11 ?",3,"a ) 0 , b ) 1 , c ) 2 , d ) 3 , e ) 5",d
"point ( m , n ) is on the circle represented by m ^ 2 + n ^ 2 = 10 , and m , n are integers . how many such points are possible ?",8,"a ) 0 , b ) 2 , c ) 4 , d ) 6 , e ) 8",e
a train speeds past a pole in 23 seconds and a platform 125 m long in 33 seconds . its length is ?,287.5,"a ) 275 , b ) 287.5 , c ) 288 , d ) 233.5 , e ) 245.6",b
"a bookseller sells his books at a 25 % markup in price . if he sells a book for $ 12.5 , how much did he pay for it ?",10.00,"a ) $ 14.40 , b ) $ 14.00 , c ) $ 11.00 , d ) $ 9.60 , e ) $ 10.00",e
"what will be the compound interest on a sum of rs . 25,000 after 3 years at the rate of 12 p . c . p . a . ?",10123.20,"a ) rs . 9000.30 , b ) rs . 9720 , c ) rs . 10123.20 , d ) rs . 10483.20 , e ) none of these",c
"a soft drink company had 5000 small and 12000 big bottles in storage . if 15 % of small 18 % of big bottles have been sold , then the total bottles remaining in storage is",14090,"a ) 14090 , b ) 16010 , c ) 15060 , d ) 14930 , e ) 16075",a
4 - fifths of 3 - eighths of a number is 24 . what is 250 per cent of that number ?,200,"a ) 100 , b ) 160 , c ) 120 , d ) 200 , e ) none of these",d
"rates for having a manuscript typed at a certain typing service are $ 10 per page for the first time a page is typed and $ 6 per page each time a page is revised . if a certain manuscript has 100 pages , of which 40 were revised only once , 10 were revised twice , and the rest required no revisions , what was the total cost of having the manuscript typed ?",1110,"a ) $ 430 , b ) $ 1620 , c ) $ 1650 , d ) $ 1110 , e ) $ 1770",d
